Participant ID,Right Handed?,Rotating Targets?,Trial Number,Global Time,Target Number,Target Time,Weight Shift Success?,Hit Success?,Random Sequence?,X Coord of COP,Y Coord of COP,COP Total Path,Trial Score,Cumulative Score,Green Time,Yellow Time,Red Time,Preceding Green Time,Preceding Yellow Time,Preceding Red Time
6,YES,NO,1,3.122217,5,3.122217,YES,YES,YES,2.562803,1.135791,49.41967,15.6735,15.6735,0.2888889,1.922226,0.9111122,0.02222204,1.088881,0.9000012
6,YES,NO,2,5.900013,2,2.777775,YES,YES,YES,-10.73485,0.5998361,62.25726,9.116139,24.78964,0.7777785,0.9333345,1.066668,0.7777882,0.9333458,0.2888906
6,YES,NO,3,8.43338,4,2.533333,YES,YES,YES,6.871757,3.569181,47.86828,14.739,39.52863,0,1.055557,1.47778,0,1.05557,0.9444571
6,YES,NO,4,18.4333,1,10.00007,YES,NO,YES,-2.280365,-1.764934,132.0458,0,39.52863,1.677781,7.600036,0.7222228,0.8999348,1.111031,0
6,YES,NO,5,21.17755,4,2.744442,YES,YES,YES,7.41566,3.567892,47.67081,16.17291,55.70155,0.1777778,0.2333333,2.333334,0.1666546,0.2333164,1.610994
6,YES,NO,6,23.62182,5,2.444445,YES,YES,NO,7.034718,0.18413,40.78614,15.47483,71.17638,0.900001,1.544447,0,0.5666256,1.44434,0
6,YES,NO,7,33.62137,6,10.00007,NO,NO,NO,-2.138397,-0.1200391,69.26805,0,71.17638,0,2.755553,7.244475,0,0.8000584,1.200073
6,YES,NO,8,43.62236,1,10.00007,YES,NO,NO,-1.446118,-0.3198152,21.69679,0,71.17638,0.4555556,9.544506,0,0.4444885,1.55571,0
6,YES,NO,9,47.33384,2,3.711101,YES,YES,NO,-10.06379,2.318692,24.03671,12.84711,84.02348,0.6000003,2.666665,0.4444444,0.5889473,0.9667625,0.4444885
6,YES,NO,10,48.81176,3,1.47778,YES,YES,NO,-7.785941,1.59007,9.71782,14.21692,98.2404,1.422225,0.04444445,0.01111111,1.422363,0.04444885,0.01111221
