Participant ID,Right Handed?,Rotating Targets?,Trial Number,Global Time,Target Number,Target Time,Weight Shift Success?,Hit Success?,Random Sequence?,X Coord of COP,Y Coord of COP,COP Total Path,Trial Score,Cumulative Score,Green Time,Yellow Time,Red Time,Preceding Green Time,Preceding Yellow Time,Preceding Red Time
4,YES,NO,1,10.00007,2,10.00007,NO,NO,NO,-5.325434,2.177318,898.3298,0,0,0.4666667,5.43334,4.099989,0.08889008,1.000013,0.9111233
4,YES,NO,2,13.25567,3,3.255549,YES,YES,NO,-5.512683,-0.4282484,73.37837,13.60046,13.60046,0.5555557,1.86667,0.8333342,0.3222265,1.177794,0.5000067
4,YES,NO,3,14.77791,4,1.522225,YES,YES,NO,6.572126,1.454094,27.43433,12.65129,26.25174,0.3777778,0.1777778,0.9666679,0.3777828,0.1777802,0.9666796
4,YES,NO,4,16.38901,5,1.611114,YES,YES,NO,6.741971,0.08073359,27.11598,13.40725,39.659,0.9888902,0.6111114,0.01111111,0.9888678,0.6111193,0.01111126
4,YES,NO,5,26.38828,6,10.00007,NO,NO,NO,5.438029,6.122048,103.3521,0,39.659,0.07777778,8.78894,1.133335,0,1.79987,0.2110958
4,YES,NO,6,36.38831,2,10.00007,NO,NO,YES,-7.235776,-0.3401491,130.9528,0,39.659,0.4111111,2.566666,7.02225,0.2555809,0.3333664,1.411251
4,YES,NO,7,46.3893,1,10.00007,NO,NO,YES,0.3070701,0.3919415,64.82188,0,39.659,3.055551,6.93336,0.01111111,0,2.000198,0
4,YES,NO,8,56.39029,3,10.00007,NO,NO,YES,-1.481512,-1.548721,165.4027,0,39.659,0.6888894,6.822248,2.488889,0,1.311241,0.6889572
4,YES,NO,9,66.39046,1,10.00007,NO,NO,YES,0.132601,0.3151466,117.5647,0,39.659,0.4,9.600062,0,0,2.01062,0
4,YES,NO,10,70.42281,5,4.033321,YES,YES,YES,7.883472,0.2738754,38.90362,14.06557,53.72457,0.8111119,3.222216,0,0.5665283,1.444092,0
