Participant ID,Right Handed?,Rotating Targets?,Trial Number,Global Time,Target Number,Target Time,Weight Shift Success?,Hit Success?,Random Sequence?,X Coord of COP,Y Coord of COP,COP Total Path,Trial Score,Cumulative Score,Green Time,Yellow Time,Red Time,Preceding Green Time,Preceding Yellow Time,Preceding Red Time
3,YES,NO,1,4.944445,6,4.944445,YES,YES,YES,4.792722,-4.561755,812.0917,12.10339,12.10339,0.6666671,2.044448,2.233335,0.5777748,1.32223,0.09999919
3,YES,NO,2,6.033348,5,1.08889,YES,YES,YES,2.332132,0.03467468,25.66287,13.13124,25.23463,0.4111111,0.6666671,0.01111111,0.4111166,0.6666756,0.01111126
3,YES,NO,3,7.677814,6,1.644447,YES,YES,YES,3.407677,0.245928,28.22461,12.4045,37.63913,0.4,1.244446,0,0.4000053,1.244461,0
3,YES,NO,4,9.522284,4,1.844448,YES,YES,YES,4.330286,1.482522,25.52441,15.31496,52.95409,0.6333337,1.200002,0.01111111,0.6333418,1.200016,0.01111126
3,YES,NO,5,19.52211,2,10.00007,NO,NO,YES,-15.01502,-1.569501,135.6454,0,52.95409,0.3888889,8.066709,1.544447,0,2.010965,0
3,YES,NO,6,25.53279,4,6.011126,YES,YES,YES,7.728097,2.515009,122.6337,13.55598,66.51007,0.3777778,2.344445,3.288882,0.3666401,0.8999348,0.7443905
3,YES,NO,7,28.14371,6,2.61111,YES,YES,YES,2.555152,-2.470397,45.35469,15.11877,81.62884,0.6888894,1.111113,0.8111119,0.6110668,0.5888462,0.8110523
3,YES,NO,8,34.45478,3,6.31113,YES,YES,YES,-6.370487,0.3070237,131.2236,8.533787,90.16263,0.4666667,4.411104,1.433336,0.466713,1.177895,0.3555908
3,YES,NO,9,37.744,5,3.288882,YES,YES,YES,2.02369,-0.3558445,40.31585,14.30857,104.4712,0.2555556,1.266669,1.76667,0.2444687,1.266792,0.4889374
3,YES,NO,10,47.74499,1,10.00007,YES,NO,YES,-2.741884,-3.505528,74.49064,0,104.4712,6.411131,3.277771,0.3111111,2.000198,0,0
